category,attribute,question_type,question_text,purpose
行動パターン,衝動性,ASSUMPTION,たぶん衝動性はかなりはっきりしてますよね。,行動傾向の推定
行動パターン,衝動性,COMPARISON,人によって動き方って違いますよね。衝動性はどちら寄りですか？,行動傾向の推定
行動パターン,衝動性,COMPARISON,周りと比べると、衝動性は強い方だと思います？,行動傾向の推定
行動パターン,衝動性,PAST,昔から衝動性は同じ感じでした？,行動傾向の推定
行動パターン,衝動性,PAST,これまでで衝動性が変わった時期ってありました？,行動傾向の推定
行動パターン,衝動性,SITUATIONAL,急ぎのタスクが来たとき、衝動性はどう出ますか？,行動傾向の推定
行動パターン,衝動性,SITUATIONAL,ミスが起きたとき、衝動性はどんな形で出やすいですか？,行動傾向の推定
行動パターン,衝動性,OBSERVATION,話を聞いていると、衝動性が行動にも出てそうです。,行動傾向の推定
行動パターン,衝動性,OBSERVATION,受け答えから、衝動性が安定していそうですね。,行動傾向の推定
行動パターン,衝動性,HYPOTHETICAL,もし大きな判断を任されたら、衝動性はどう出そうですか？,行動傾向の推定
行動パターン,衝動性,HYPOTHETICAL,理想の行動パターンに近づくなら、衝動性をどう変えたいですか？,行動傾向の推定
人間関係,友人関係,DIRECT,友人関係って、普段どんな感じですか？,人間関係傾向の把握
人間関係,友人関係,DIRECT,人との関わりで友人関係はどう出やすいですか？,人間関係傾向の把握
人間関係,友人関係,INDIRECT,人付き合いって広い方ですか？深い方ですか？,人間関係傾向の把握
人間関係,友人関係,INDIRECT,誰かと距離が縮まるときって、どんな流れが多いですか？,人間関係傾向の把握
人間関係,友人関係,ASSUMPTION,人との関わり方に友人関係が出てそうですね。,人間関係傾向の把握
人間関係,友人関係,ASSUMPTION,たぶん友人関係はかなり特徴ありますよね。,人間関係傾向の把握
人間関係,友人関係,COMPARISON,人間関係って広く浅く派と狭く深く派がいますよね。どちら寄りですか？,人間関係傾向の把握
人間関係,友人関係,COMPARISON,人をすぐ信じる人と慎重な人っていますよね。自分はどうですか？,人間関係傾向の把握
人間関係,友人関係,PAST,昔から友人関係は変わらないですか？,人間関係傾向の把握
人間関係,友人関係,PAST,学生時代から人との関わり方に友人関係は出ていました？,人間関係傾向の把握
人間関係,友人関係,SITUATIONAL,初対面の人と続いて仲良くなるのって、どんな時ですか？,人間関係傾向の把握
人間関係,友人関係,SITUATIONAL,関係がぎくしゃくしたとき、友人関係はどう出ますか？,人間関係傾向の把握
人間関係,友人関係,OBSERVATION,話し方に、人との距離感の取り方が出ていますね。,人間関係傾向の把握
人間関係,友人関係,OBSERVATION,人間関係に対して友人関係がはっきりしてそうです。,人間関係傾向の把握
人間関係,友人関係,HYPOTHETICAL,もし新しい環境に入ったら、友人関係はどう出そうですか？,人間関係傾向の把握
人間関係,友人関係,HYPOTHETICAL,理想の人間関係を考えると、友人関係はどんな状態がいいですか？,人間関係傾向の把握
人間関係,恋愛観,DIRECT,恋愛観って、普段どんな感じですか？,人間関係傾向の把握
人間関係,恋愛観,DIRECT,人との関わりで恋愛観はどう出やすいですか？,人間関係傾向の把握
人間関係,恋愛観,INDIRECT,人付き合いって広い方ですか？深い方ですか？,人間関係傾向の把握
人間関係,恋愛観,INDIRECT,誰かと距離が縮まるときって、どんな流れが多いですか？,人間関係傾向の把握
人間関係,恋愛観,ASSUMPTION,人との関わり方に恋愛観が出てそうですね。,人間関係傾向の把握
人間関係,恋愛観,ASSUMPTION,たぶん恋愛観はかなり特徴ありますよね。,人間関係傾向の把握
人間関係,恋愛観,COMPARISON,人間関係って広く浅く派と狭く深く派がいますよね。どちら寄りですか？,人間関係傾向の把握
人間関係,恋愛観,COMPARISON,人をすぐ信じる人と慎重な人っていますよね。自分はどうですか？,人間関係傾向の把握
人間関係,恋愛観,PAST,昔から恋愛観は変わらないですか？,人間関係傾向の把握
人間関係,恋愛観,PAST,学生時代から人との関わり方に恋愛観は出ていました？,人間関係傾向の把握
人間関係,恋愛観,SITUATIONAL,初対面の人と続いて仲良くなるのって、どんな時ですか？,人間関係傾向の把握
人間関係,恋愛観,SITUATIONAL,関係がぎくしゃくしたとき、恋愛観はどう出ますか？,人間関係傾向の把握
人間関係,恋愛観,OBSERVATION,話し方に、人との距離感の取り方が出ていますね。,人間関係傾向の把握
人間関係,恋愛観,OBSERVATION,人間関係に対して恋愛観がはっきりしてそうです。,人間関係傾向の把握
人間関係,恋愛観,HYPOTHETICAL,もし新しい環境に入ったら、恋愛観はどう出そうですか？,人間関係傾向の把握
人間関係,恋愛観,HYPOTHETICAL,理想の人間関係を考えると、恋愛観はどんな状態がいいですか？,人間関係傾向の把握
人間関係,家族距離,DIRECT,家族距離って、普段どんな感じですか？,人間関係傾向の把握
人間関係,家族距離,DIRECT,人との関わりで家族距離はどう出やすいですか？,人間関係傾向の把握
人間関係,家族距離,INDIRECT,人付き合いって広い方ですか？深い方ですか？,人間関係傾向の把握
人間関係,家族距離,INDIRECT,誰かと距離が縮まるときって、どんな流れが多いですか？,人間関係傾向の把握
人間関係,家族距離,ASSUMPTION,人との関わり方に家族距離が出てそうですね。,人間関係傾向の把握
人間関係,家族距離,ASSUMPTION,たぶん家族距離はかなり特徴ありますよね。,人間関係傾向の把握
人間関係,家族距離,COMPARISON,人間関係って広く浅く派と狭く深く派がいますよね。どちら寄りですか？,人間関係傾向の把握
人間関係,家族距離,COMPARISON,人をすぐ信じる人と慎重な人っていますよね。自分はどうですか？,人間関係傾向の把握
人間関係,家族距離,PAST,昔から家族距離は変わらないですか？,人間関係傾向の把握
人間関係,家族距離,PAST,学生時代から人との関わり方に家族距離は出ていました？,人間関係傾向の把握
人間関係,家族距離,SITUATIONAL,初対面の人と続いて仲良くなるのって、どんな時ですか？,人間関係傾向の把握
人間関係,家族距離,SITUATIONAL,関係がぎくしゃくしたとき、家族距離はどう出ますか？,人間関係傾向の把握
人間関係,家族距離,OBSERVATION,話し方に、人との距離感の取り方が出ていますね。,人間関係傾向の把握
人間関係,家族距離,OBSERVATION,人間関係に対して家族距離がはっきりしてそうです。,人間関係傾向の把握
人間関係,家族距離,HYPOTHETICAL,もし新しい環境に入ったら、家族距離はどう出そうですか？,人間関係傾向の把握
人間関係,家族距離,HYPOTHETICAL,理想の人間関係を考えると、家族距離はどんな状態がいいですか？,人間関係傾向の把握
人間関係,信頼傾向,DIRECT,信頼傾向って、普段どんな感じですか？,人間関係傾向の把握
人間関係,信頼傾向,DIRECT,人との関わりで信頼傾向はどう出やすいですか？,人間関係傾向の把握
人間関係,信頼傾向,INDIRECT,人付き合いって広い方ですか？深い方ですか？,人間関係傾向の把握
人間関係,信頼傾向,INDIRECT,誰かと距離が縮まるときって、どんな流れが多いですか？,人間関係傾向の把握
人間関係,信頼傾向,ASSUMPTION,人との関わり方に信頼傾向が出てそうですね。,人間関係傾向の把握
人間関係,信頼傾向,ASSUMPTION,たぶん信頼傾向はかなり特徴ありますよね。,人間関係傾向の把握
人間関係,信頼傾向,COMPARISON,人間関係って広く浅く派と狭く深く派がいますよね。どちら寄りですか？,人間関係傾向の把握
人間関係,信頼傾向,COMPARISON,人をすぐ信じる人と慎重な人っていますよね。自分はどうですか？,人間関係傾向の把握
人間関係,信頼傾向,PAST,昔から信頼傾向は変わらないですか？,人間関係傾向の把握
人間関係,信頼傾向,PAST,学生時代から人との関わり方に信頼傾向は出ていました？,人間関係傾向の把握
人間関係,信頼傾向,SITUATIONAL,初対面の人と続いて仲良くなるのって、どんな時ですか？,人間関係傾向の把握
人間関係,信頼傾向,SITUATIONAL,関係がぎくしゃくしたとき、信頼傾向はどう出ますか？,人間関係傾向の把握
人間関係,信頼傾向,OBSERVATION,話し方に、人との距離感の取り方が出ていますね。,人間関係傾向の把握
人間関係,信頼傾向,OBSERVATION,人間関係に対して信頼傾向がはっきりしてそうです。,人間関係傾向の把握
人間関係,信頼傾向,HYPOTHETICAL,もし新しい環境に入ったら、信頼傾向はどう出そうですか？,人間関係傾向の把握
人間関係,信頼傾向,HYPOTHETICAL,理想の人間関係を考えると、信頼傾向はどんな状態がいいですか？,人間関係傾向の把握
人間関係,対立傾向,DIRECT,対立傾向って、普段どんな感じですか？,人間関係傾向の把握
人間関係,対立傾向,DIRECT,人との関わりで対立傾向はどう出やすいですか？,人間関係傾向の把握
人間関係,対立傾向,INDIRECT,人付き合いって広い方ですか？深い方ですか？,人間関係傾向の把握
人間関係,対立傾向,INDIRECT,誰かと距離が縮まるときって、どんな流れが多いですか？,人間関係傾向の把握
人間関係,対立傾向,ASSUMPTION,人との関わり方に対立傾向が出てそうですね。,人間関係傾向の把握
人間関係,対立傾向,ASSUMPTION,たぶん対立傾向はかなり特徴ありますよね。,人間関係傾向の把握
人間関係,対立傾向,COMPARISON,人間関係って広く浅く派と狭く深く派がいますよね。どちら寄りですか？,人間関係傾向の把握
人間関係,対立傾向,COMPARISON,人をすぐ信じる人と慎重な人っていますよね。自分はどうですか？,人間関係傾向の把握
人間関係,対立傾向,PAST,昔から対立傾向は変わらないですか？,人間関係傾向の把握
人間関係,対立傾向,PAST,学生時代から人との関わり方に対立傾向は出ていました？,人間関係傾向の把握
人間関係,対立傾向,SITUATIONAL,初対面の人と続いて仲良くなるのって、どんな時ですか？,人間関係傾向の把握
人間関係,対立傾向,SITUATIONAL,関係がぎくしゃくしたとき、対立傾向はどう出ますか？,人間関係傾向の把握
人間関係,対立傾向,OBSERVATION,話し方に、人との距離感の取り方が出ていますね。,人間関係傾向の把握
人間関係,対立傾向,OBSERVATION,人間関係に対して対立傾向がはっきりしてそうです。,人間関係傾向の把握
人間関係,対立傾向,HYPOTHETICAL,もし新しい環境に入ったら、対立傾向はどう出そうですか？,人間関係傾向の把握
人間関係,対立傾向,HYPOTHETICAL,理想の人間関係を考えると、対立傾向はどんな状態がいいですか？,人間関係傾向の把握
人間関係,ネットワーク,DIRECT,ネットワークって、普段どんな感じですか？,人間関係傾向の把握
人間関係,ネットワーク,DIRECT,人との関わりでネットワークはどう出やすいですか？,人間関係傾向の把握
人間関係,ネットワーク,INDIRECT,人付き合いって広い方ですか？深い方ですか？,人間関係傾向の把握
人間関係,ネットワーク,INDIRECT,誰かと距離が縮まるときって、どんな流れが多いですか？,人間関係傾向の把握
人間関係,ネットワーク,ASSUMPTION,人との関わり方にネットワークが出てそうですね。,人間関係傾向の把握
人間関係,ネットワーク,ASSUMPTION,たぶんネットワークはかなり特徴ありますよね。,人間関係傾向の把握
人間関係,ネットワーク,COMPARISON,人間関係って広く浅く派と狭く深く派がいますよね。どちら寄りですか？,人間関係傾向の把握
人間関係,ネットワーク,COMPARISON,人をすぐ信じる人と慎重な人っていますよね。自分はどうですか？,人間関係傾向の把握
人間関係,ネットワーク,PAST,昔からネットワークは変わらないですか？,人間関係傾向の把握
人間関係,ネットワーク,PAST,学生時代から人との関わり方にネットワークは出ていました？,人間関係傾向の把握
人間関係,ネットワーク,SITUATIONAL,初対面の人と続いて仲良くなるのって、どんな時ですか？,人間関係傾向の把握
人間関係,ネットワーク,SITUATIONAL,関係がぎくしゃくしたとき、ネットワークはどう出ますか？,人間関係傾向の把握
人間関係,ネットワーク,OBSERVATION,話し方に、人との距離感の取り方が出ていますね。,人間関係傾向の把握
人間関係,ネットワーク,OBSERVATION,人間関係に対してネットワークがはっきりしてそうです。,人間関係傾向の把握
人間関係,ネットワーク,HYPOTHETICAL,もし新しい環境に入ったら、ネットワークはどう出そうですか？,人間関係傾向の把握
人間関係,ネットワーク,HYPOTHETICAL,理想の人間関係を考えると、ネットワークはどんな状態がいいですか？,人間関係傾向の把握
ライフスタイル,睡眠,DIRECT,普段の睡眠ってどんな感じですか？,ライフスタイルの把握
ライフスタイル,睡眠,DIRECT,日常だと睡眠はどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,睡眠,INDIRECT,休日や平日の過ごし方で、睡眠はどう出ますか？,ライフスタイルの把握
ライフスタイル,睡眠,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,睡眠,ASSUMPTION,睡眠には結構こだわりありそうですね。,ライフスタイルの把握
ライフスタイル,睡眠,ASSUMPTION,生活の中で睡眠が安定してそうです。,ライフスタイルの把握
ライフスタイル,睡眠,COMPARISON,人によって生活の重心って違いますよね。睡眠はどちら寄りですか？,ライフスタイルの把握
ライフスタイル,睡眠,COMPARISON,周りと比べると、睡眠に時間を使う方ですか？,ライフスタイルの把握
ライフスタイル,睡眠,PAST,昔から睡眠は変わらない方ですか？,ライフスタイルの把握
ライフスタイル,睡眠,PAST,以前と比べて、睡眠の好みや習慣は変わりました？,ライフスタイルの把握
ライフスタイル,睡眠,SITUATIONAL,忙しい時期でも睡眠は崩れにくいですか？,ライフスタイルの把握
ライフスタイル,睡眠,SITUATIONAL,旅行先でも睡眠は普段通り保ちたいタイプですか？,ライフスタイルの把握
ライフスタイル,睡眠,OBSERVATION,生活の話になると、睡眠がはっきり見えますね。,ライフスタイルの把握
ライフスタイル,睡眠,OBSERVATION,日常の整え方に睡眠が出ていますね。,ライフスタイルの把握
ライフスタイル,睡眠,HYPOTHETICAL,もし丸一日自由なら、睡眠にどう時間を使いますか？,ライフスタイルの把握
ライフスタイル,睡眠,HYPOTHETICAL,理想の暮らしだと、睡眠は今とどう変わりますか？,ライフスタイルの把握
ライフスタイル,食生活,DIRECT,普段の食生活ってどんな感じですか？,ライフスタイルの把握
ライフスタイル,食生活,DIRECT,日常だと食生活はどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,食生活,INDIRECT,休日や平日の過ごし方で、食生活はどう出ますか？,ライフスタイルの把握
ライフスタイル,食生活,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,食生活,ASSUMPTION,食生活には結構こだわりありそうですね。,ライフスタイルの把握
ライフスタイル,食生活,ASSUMPTION,生活の中で食生活が安定してそうです。,ライフスタイルの把握
ライフスタイル,食生活,COMPARISON,人によって生活の重心って違いますよね。食生活はどちら寄りですか？,ライフスタイルの把握
ライフスタイル,食生活,COMPARISON,周りと比べると、食生活に時間を使う方ですか？,ライフスタイルの把握
ライフスタイル,食生活,PAST,昔から食生活は変わらない方ですか？,ライフスタイルの把握
ライフスタイル,食生活,PAST,以前と比べて、食生活の好みや習慣は変わりました？,ライフスタイルの把握
ライフスタイル,食生活,SITUATIONAL,忙しい時期でも食生活は崩れにくいですか？,ライフスタイルの把握
ライフスタイル,食生活,SITUATIONAL,旅行先でも食生活は普段通り保ちたいタイプですか？,ライフスタイルの把握
ライフスタイル,食生活,OBSERVATION,生活の話になると、食生活がはっきり見えますね。,ライフスタイルの把握
ライフスタイル,食生活,OBSERVATION,日常の整え方に食生活が出ていますね。,ライフスタイルの把握
ライフスタイル,食生活,HYPOTHETICAL,もし丸一日自由なら、食生活にどう時間を使いますか？,ライフスタイルの把握
ライフスタイル,食生活,HYPOTHETICAL,理想の暮らしだと、食生活は今とどう変わりますか？,ライフスタイルの把握
ライフスタイル,運動,DIRECT,普段の運動ってどんな感じですか？,ライフスタイルの把握
ライフスタイル,運動,DIRECT,日常だと運動はどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,運動,INDIRECT,休日や平日の過ごし方で、運動はどう出ますか？,ライフスタイルの把握
ライフスタイル,運動,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,運動,ASSUMPTION,運動には結構こだわりありそうですね。,ライフスタイルの把握
ライフスタイル,運動,ASSUMPTION,生活の中で運動が安定してそうです。,ライフスタイルの把握
ライフスタイル,運動,COMPARISON,人によって生活の重心って違いますよね。運動はどちら寄りですか？,ライフスタイルの把握
ライフスタイル,運動,COMPARISON,周りと比べると、運動に時間を使う方ですか？,ライフスタイルの把握
ライフスタイル,運動,PAST,昔から運動は変わらない方ですか？,ライフスタイルの把握
ライフスタイル,運動,PAST,以前と比べて、運動の好みや習慣は変わりました？,ライフスタイルの把握
ライフスタイル,運動,SITUATIONAL,忙しい時期でも運動は崩れにくいですか？,ライフスタイルの把握
ライフスタイル,運動,SITUATIONAL,旅行先でも運動は普段通り保ちたいタイプですか？,ライフスタイルの把握
ライフスタイル,運動,OBSERVATION,生活の話になると、運動がはっきり見えますね。,ライフスタイルの把握
ライフスタイル,運動,OBSERVATION,日常の整え方に運動が出ていますね。,ライフスタイルの把握
ライフスタイル,運動,HYPOTHETICAL,もし丸一日自由なら、運動にどう時間を使いますか？,ライフスタイルの把握
ライフスタイル,運動,HYPOTHETICAL,理想の暮らしだと、運動は今とどう変わりますか？,ライフスタイルの把握
ライフスタイル,趣味,DIRECT,普段の趣味ってどんな感じですか？,ライフスタイルの把握
ライフスタイル,趣味,DIRECT,日常だと趣味はどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,趣味,INDIRECT,休日や平日の過ごし方で、趣味はどう出ますか？,ライフスタイルの把握
ライフスタイル,趣味,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,趣味,ASSUMPTION,趣味には結構こだわりありそうですね。,ライフスタイルの把握
ライフスタイル,趣味,ASSUMPTION,生活の中で趣味が安定してそうです。,ライフスタイルの把握
ライフスタイル,趣味,COMPARISON,人によって生活の重心って違いますよね。趣味はどちら寄りですか？,ライフスタイルの把握
ライフスタイル,趣味,COMPARISON,周りと比べると、趣味に時間を使う方ですか？,ライフスタイルの把握
ライフスタイル,趣味,PAST,昔から趣味は変わらない方ですか？,ライフスタイルの把握
ライフスタイル,趣味,PAST,以前と比べて、趣味の好みや習慣は変わりました？,ライフスタイルの把握
ライフスタイル,趣味,SITUATIONAL,忙しい時期でも趣味は崩れにくいですか？,ライフスタイルの把握
ライフスタイル,趣味,SITUATIONAL,旅行先でも趣味は普段通り保ちたいタイプですか？,ライフスタイルの把握
ライフスタイル,趣味,OBSERVATION,生活の話になると、趣味がはっきり見えますね。,ライフスタイルの把握
ライフスタイル,趣味,OBSERVATION,日常の整え方に趣味が出ていますね。,ライフスタイルの把握
ライフスタイル,趣味,HYPOTHETICAL,もし丸一日自由なら、趣味にどう時間を使いますか？,ライフスタイルの把握
ライフスタイル,趣味,HYPOTHETICAL,理想の暮らしだと、趣味は今とどう変わりますか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,DIRECT,普段の趣味の詳細ってどんな感じですか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,DIRECT,日常だと趣味の詳細はどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,INDIRECT,休日や平日の過ごし方で、趣味の詳細はどう出ますか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,ASSUMPTION,趣味の詳細には結構こだわりありそうですね。,ライフスタイルの把握
ライフスタイル,趣味の詳細,ASSUMPTION,生活の中で趣味の詳細が安定してそうです。,ライフスタイルの把握
ライフスタイル,趣味の詳細,COMPARISON,人によって生活の重心って違いますよね。趣味の詳細はどちら寄りですか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,COMPARISON,周りと比べると、趣味の詳細に時間を使う方ですか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,PAST,昔から趣味の詳細は変わらない方ですか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,PAST,以前と比べて、趣味の詳細の好みや習慣は変わりました？,ライフスタイルの把握
ライフスタイル,趣味の詳細,SITUATIONAL,忙しい時期でも趣味の詳細は崩れにくいですか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,SITUATIONAL,旅行先でも趣味の詳細は普段通り保ちたいタイプですか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,OBSERVATION,生活の話になると、趣味の詳細がはっきり見えますね。,ライフスタイルの把握
ライフスタイル,趣味の詳細,OBSERVATION,日常の整え方に趣味の詳細が出ていますね。,ライフスタイルの把握
ライフスタイル,趣味の詳細,HYPOTHETICAL,もし丸一日自由なら、趣味の詳細にどう時間を使いますか？,ライフスタイルの把握
ライフスタイル,趣味の詳細,HYPOTHETICAL,理想の暮らしだと、趣味の詳細は今とどう変わりますか？,ライフスタイルの把握
ライフスタイル,娯楽,DIRECT,普段の娯楽ってどんな感じですか？,ライフスタイルの把握
ライフスタイル,娯楽,DIRECT,日常だと娯楽はどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,娯楽,INDIRECT,休日や平日の過ごし方で、娯楽はどう出ますか？,ライフスタイルの把握
ライフスタイル,娯楽,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,娯楽,ASSUMPTION,娯楽には結構こだわりありそうですね。,ライフスタイルの把握
ライフスタイル,娯楽,ASSUMPTION,生活の中で娯楽が安定してそうです。,ライフスタイルの把握
ライフスタイル,娯楽,COMPARISON,人によって生活の重心って違いますよね。娯楽はどちら寄りですか？,ライフスタイルの把握
ライフスタイル,娯楽,COMPARISON,周りと比べると、娯楽に時間を使う方ですか？,ライフスタイルの把握
ライフスタイル,娯楽,PAST,昔から娯楽は変わらない方ですか？,ライフスタイルの把握
ライフスタイル,娯楽,PAST,以前と比べて、娯楽の好みや習慣は変わりました？,ライフスタイルの把握
ライフスタイル,娯楽,SITUATIONAL,忙しい時期でも娯楽は崩れにくいですか？,ライフスタイルの把握
ライフスタイル,娯楽,SITUATIONAL,旅行先でも娯楽は普段通り保ちたいタイプですか？,ライフスタイルの把握
ライフスタイル,娯楽,OBSERVATION,生活の話になると、娯楽がはっきり見えますね。,ライフスタイルの把握
ライフスタイル,娯楽,OBSERVATION,日常の整え方に娯楽が出ていますね。,ライフスタイルの把握
ライフスタイル,娯楽,HYPOTHETICAL,もし丸一日自由なら、娯楽にどう時間を使いますか？,ライフスタイルの把握
ライフスタイル,娯楽,HYPOTHETICAL,理想の暮らしだと、娯楽は今とどう変わりますか？,ライフスタイルの把握
ライフスタイル,好きな映画,DIRECT,普段の好きな映画ってどんな感じですか？,ライフスタイルの把握
ライフスタイル,好きな映画,DIRECT,日常だと好きな映画はどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,好きな映画,INDIRECT,休日や平日の過ごし方で、好きな映画はどう出ますか？,ライフスタイルの把握
ライフスタイル,好きな映画,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,好きな映画,ASSUMPTION,好きな映画には結構こだわりありそうですね。,ライフスタイルの把握
ライフスタイル,好きな映画,ASSUMPTION,生活の中で好きな映画が安定してそうです。,ライフスタイルの把握
ライフスタイル,好きな映画,COMPARISON,人によって生活の重心って違いますよね。好きな映画はどちら寄りですか？,ライフスタイルの把握
ライフスタイル,好きな映画,COMPARISON,周りと比べると、好きな映画に時間を使う方ですか？,ライフスタイルの把握
ライフスタイル,好きな映画,PAST,昔から好きな映画は変わらない方ですか？,ライフスタイルの把握
ライフスタイル,好きな映画,PAST,以前と比べて、好きな映画の好みや習慣は変わりました？,ライフスタイルの把握
ライフスタイル,好きな映画,SITUATIONAL,忙しい時期でも好きな映画は崩れにくいですか？,ライフスタイルの把握
ライフスタイル,好きな映画,SITUATIONAL,旅行先でも好きな映画は普段通り保ちたいタイプですか？,ライフスタイルの把握
ライフスタイル,好きな映画,OBSERVATION,生活の話になると、好きな映画がはっきり見えますね。,ライフスタイルの把握
ライフスタイル,好きな映画,OBSERVATION,日常の整え方に好きな映画が出ていますね。,ライフスタイルの把握
ライフスタイル,好きな映画,HYPOTHETICAL,もし丸一日自由なら、好きな映画にどう時間を使いますか？,ライフスタイルの把握
ライフスタイル,好きな映画,HYPOTHETICAL,理想の暮らしだと、好きな映画は今とどう変わりますか？,ライフスタイルの把握
ライフスタイル,好きな本,DIRECT,普段の好きな本ってどんな感じですか？,ライフスタイルの把握
ライフスタイル,好きな本,DIRECT,日常だと好きな本はどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,好きな本,INDIRECT,休日や平日の過ごし方で、好きな本はどう出ますか？,ライフスタイルの把握
ライフスタイル,好きな本,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,好きな本,ASSUMPTION,好きな本には結構こだわりありそうですね。,ライフスタイルの把握
ライフスタイル,好きな本,ASSUMPTION,生活の中で好きな本が安定してそうです。,ライフスタイルの把握
ライフスタイル,好きな本,COMPARISON,人によって生活の重心って違いますよね。好きな本はどちら寄りですか？,ライフスタイルの把握
ライフスタイル,好きな本,COMPARISON,周りと比べると、好きな本に時間を使う方ですか？,ライフスタイルの把握
ライフスタイル,好きな本,PAST,昔から好きな本は変わらない方ですか？,ライフスタイルの把握
ライフスタイル,好きな本,PAST,以前と比べて、好きな本の好みや習慣は変わりました？,ライフスタイルの把握
ライフスタイル,好きな本,SITUATIONAL,忙しい時期でも好きな本は崩れにくいですか？,ライフスタイルの把握
ライフスタイル,好きな本,SITUATIONAL,旅行先でも好きな本は普段通り保ちたいタイプですか？,ライフスタイルの把握
ライフスタイル,好きな本,OBSERVATION,生活の話になると、好きな本がはっきり見えますね。,ライフスタイルの把握
ライフスタイル,好きな本,OBSERVATION,日常の整え方に好きな本が出ていますね。,ライフスタイルの把握
ライフスタイル,好きな本,HYPOTHETICAL,もし丸一日自由なら、好きな本にどう時間を使いますか？,ライフスタイルの把握
ライフスタイル,好きな本,HYPOTHETICAL,理想の暮らしだと、好きな本は今とどう変わりますか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,DIRECT,普段の好きなスポーツってどんな感じですか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,DIRECT,日常だと好きなスポーツはどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,INDIRECT,休日や平日の過ごし方で、好きなスポーツはどう出ますか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,ASSUMPTION,好きなスポーツには結構こだわりありそうですね。,ライフスタイルの把握
ライフスタイル,好きなスポーツ,ASSUMPTION,生活の中で好きなスポーツが安定してそうです。,ライフスタイルの把握
ライフスタイル,好きなスポーツ,COMPARISON,人によって生活の重心って違いますよね。好きなスポーツはどちら寄りですか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,COMPARISON,周りと比べると、好きなスポーツに時間を使う方ですか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,PAST,昔から好きなスポーツは変わらない方ですか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,PAST,以前と比べて、好きなスポーツの好みや習慣は変わりました？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,SITUATIONAL,忙しい時期でも好きなスポーツは崩れにくいですか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,SITUATIONAL,旅行先でも好きなスポーツは普段通り保ちたいタイプですか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,OBSERVATION,生活の話になると、好きなスポーツがはっきり見えますね。,ライフスタイルの把握
ライフスタイル,好きなスポーツ,OBSERVATION,日常の整え方に好きなスポーツが出ていますね。,ライフスタイルの把握
ライフスタイル,好きなスポーツ,HYPOTHETICAL,もし丸一日自由なら、好きなスポーツにどう時間を使いますか？,ライフスタイルの把握
ライフスタイル,好きなスポーツ,HYPOTHETICAL,理想の暮らしだと、好きなスポーツは今とどう変わりますか？,ライフスタイルの把握
ライフスタイル,好きな音楽,DIRECT,普段の好きな音楽ってどんな感じですか？,ライフスタイルの把握
ライフスタイル,好きな音楽,DIRECT,日常だと好きな音楽はどのくらい大事ですか？,ライフスタイルの把握
ライフスタイル,好きな音楽,INDIRECT,休日や平日の過ごし方で、好きな音楽はどう出ますか？,ライフスタイルの把握
ライフスタイル,好きな音楽,INDIRECT,日々の習慣って、わりと決まってますか？,ライフスタイルの把握
ライフスタイル,好きな音楽,ASSUMPTION,好きな音楽には結構こだわりありそうですね。,ライフスタイルの把握
